id	H vs not-H	c100	c97.5	c95	c92.5	c90	c87.5	c85	c82.5	c80
DT040151	0	c100_3732	c97.5_2601	c95_1676	c92.5_1161	c90_810	c87.5_582	c85_407	c82.5_292	c80_209
AMRDT1_000049	0	c100_3723	c97.5_2596	c95_1674	c92.5_1161	c90_810	c87.5_582	c85_407	c82.5_292	c80_209
AMRDT1_000374	0	c100_3455	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
AMRDT1_000467	0	c100_3455	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
DT040020	0	c100_3455	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
DT040047	0	c100_3455	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
DT040087	0	c100_3455	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
DT040097	0	c100_3455	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
AMRDT1_000216	0	c100_3455	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
DT040609	0	c100_3455	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
DT040623	0	c100_3455	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
DT040703	0	c100_3455	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
DT040712	0	c100_3455	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
DT040908	0	c100_3455	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
DT041374	0	c100_3455	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
AMRDT1_000188	0	c100_3456	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
AMRDT1_000694	0	c100_3456	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
AMRDT1_000539	0	c100_3456	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
DT041701	0	c100_3456	c97.5_2412	c95_1574	c92.5_1091	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
AMRDT1_000804	0	c100_3469	c97.5_2422	c95_1577	c92.5_1093	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
AMRDT1_000873	0	c100_3469	c97.5_2422	c95_1577	c92.5_1093	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
AMRDT1_000788	0	c100_3469	c97.5_2422	c95_1577	c92.5_1093	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
AMRDT1_000881	0	c100_3469	c97.5_2422	c95_1577	c92.5_1093	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
DT040952	0	c100_3472	c97.5_2424	c95_1578	c92.5_1093	c90_763	c87.5_546	c85_387	c82.5_278	c80_199
AMRDT1_000473	0	c100_3761	c97.5_2624	c95_1689	c92.5_1170	c90_815	c87.5_585	c85_409	c82.5_292	c80_209
AMRDT1_000757	0	c100_3761	c97.5_2624	c95_1689	c92.5_1170	c90_815	c87.5_585	c85_409	c82.5_292	c80_209
DT040114	0	c100_3761	c97.5_2624	c95_1689	c92.5_1170	c90_815	c87.5_585	c85_409	c82.5_292	c80_209
DT040435	0	c100_3761	c97.5_2624	c95_1689	c92.5_1170	c90_815	c87.5_585	c85_409	c82.5_292	c80_209
DT041113	0	c100_3761	c97.5_2624	c95_1689	c92.5_1170	c90_815	c87.5_585	c85_409	c82.5_292	c80_209
DT041184	0	c100_3761	c97.5_2624	c95_1689	c92.5_1170	c90_815	c87.5_585	c85_409	c82.5_292	c80_209
DT041214	0	c100_3761	c97.5_2624	c95_1689	c92.5_1170	c90_815	c87.5_585	c85_409	c82.5_292	c80_209
DT040414	0	c100_3760	c97.5_2624	c95_1689	c92.5_1170	c90_815	c87.5_585	c85_409	c82.5_292	c80_209
DT041443	0	c100_3751	c97.5_2618	c95_1687	c92.5_1169	c90_815	c87.5_585	c85_409	c82.5_292	c80_209
DT041481	0	c100_3751	c97.5_2618	c95_1687	c92.5_1169	c90_815	c87.5_585	c85_409	c82.5_292	c80_209
DT041487	0	c100_3751	c97.5_2618	c95_1687	c92.5_1169	c90_815	c87.5_585	c85_409	c82.5_292	c80_209
DT041489	0	c100_3751	c97.5_2618	c95_1687	c92.5_1169	c90_815	c87.5_585	c85_409	c82.5_292	c80_209
DT041769	0	c100_3751	c97.5_2618	c95_1687	c92.5_1169	c90_815	c87.5_585	c85_409	c82.5_292	c80_209
AMRDT1_000380	0	c100_3755	c97.5_2621	c95_1687	c92.5_1169	c90_815	c87.5_585	c85_409	c82.5_292	c80_209
AMRDT1_000704	0	c100_3571	c97.5_2491	c95_1616	c92.5_1124	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
AMRDT1_000734	0	c100_3571	c97.5_2491	c95_1616	c92.5_1124	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
DT040307	0	c100_3571	c97.5_2491	c95_1616	c92.5_1124	c90_785	c87.5_562	c85_400	c82.5_286	c80_206
AMRDT1_000958	0	c100_3312	c97.5_2310	c95_1509	c92.5_1047	c90_735	c87.5_523	c85_371	c82.5_269	c80_192
DT040130	0	c100_3312	c97.5_2310	c95_1509	c92.5_1047	c90_735	c87.5_523	c85_371	c82.5_269	c80_192
DT040331	0	c100_3312	c97.5_2310	c95_1509	c92.5_1047	c90_735	c87.5_523	c85_371	c82.5_269	c80_192
DT040404	0	c100_3312	c97.5_2310	c95_1509	c92.5_1047	c90_735	c87.5_523	c85_371	c82.5_269	c80_192
DT040689	0	c100_3312	c97.5_2310	c95_1509	c92.5_1047	c90_735	c87.5_523	c85_371	c82.5_269	c80_192
DT040696	0	c100_3312	c97.5_2310	c95_1509	c92.5_1047	c90_735	c87.5_523	c85_371	c82.5_269	c80_192
DT041330	0	c100_3312	c97.5_2310	c95_1509	c92.5_1047	c90_735	c87.5_523	c85_371	c82.5_269	c80_192
DT041423	0	c100_3312	c97.5_2310	c95_1509	c92.5_1047	c90_735	c87.5_523	c85_371	c82.5_269	c80_192
AMRDT1_000575	0	c100_3299	c97.5_2301	c95_1502	c92.5_1044	c90_733	c87.5_522	c85_371	c82.5_269	c80_192
DT040077	0	c100_3299	c97.5_2301	c95_1502	c92.5_1044	c90_733	c87.5_522	c85_371	c82.5_269	c80_192
DT041068	0	c100_3299	c97.5_2301	c95_1502	c92.5_1044	c90_733	c87.5_522	c85_371	c82.5_269	c80_192
DT041679	0	c100_3299	c97.5_2301	c95_1502	c92.5_1044	c90_733	c87.5_522	c85_371	c82.5_269	c80_192
AMRDT1_000867	0	c100_3319	c97.5_2315	c95_1509	c92.5_1047	c90_735	c87.5_523	c85_371	c82.5_269	c80_192
AMRDT1_000128	0	c100_3396	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
DT041225	0	c100_3396	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
DT041710	0	c100_3396	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
DT041721	0	c100_3396	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
DT040832	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
DT041550	0	c100_3397	c97.5_2369	c95_1547	c92.5_1072	c90_751	c87.5_536	c85_380	c82.5_274	c80_195
AMRDT1_000172	0	c100_3591	c97.5_2505	c95_1622	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
AMRDT1_000173	0	c100_3591	c97.5_2505	c95_1622	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
AMRDT1_000320	0	c100_3591	c97.5_2505	c95_1622	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
AMRDT1_000588	0	c100_3591	c97.5_2505	c95_1622	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
DT040071	0	c100_3591	c97.5_2505	c95_1622	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
DT040562	0	c100_3591	c97.5_2505	c95_1622	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
AMRDT1_000894	0	c100_3591	c97.5_2505	c95_1622	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
AMRDT1_000521	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
DT040260	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
DT040776	0	c100_3582	c97.5_2498	c95_1621	c92.5_1128	c90_787	c87.5_563	c85_400	c82.5_286	c80_206
AMRDT1_000604	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
DT040350	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
DT040616	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
DT040619	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
DT040622	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
DT040732	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
DT041223	0	c100_3487	c97.5_2436	c95_1588	c92.5_1101	c90_770	c87.5_551	c85_391	c82.5_282	c80_203
AMRDT1_000853	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000857	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000928	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000931	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT040448	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT040563	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT040573	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000398	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000488	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000951	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT040413	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT040839	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT040870	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT041032	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT041231	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT041415	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT041528	0	c100_3851	c97.5_2689	c95_1732	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT040540	0	c100_3858	c97.5_2693	c95_1734	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT041405	0	c100_3858	c97.5_2693	c95_1734	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000091	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000269	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000635	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000714	0	c100_3864	c97.5_2696	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000651	0	c100_3847	c97.5_2687	c95_1730	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000569	0	c100_3862	c97.5_2695	c95_1735	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000437	0	c100_3859	c97.5_2693	c95_1734	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT041606	0	c100_3859	c97.5_2693	c95_1734	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000964	0	c100_3844	c97.5_2686	c95_1729	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000044	0	c100_3874	c97.5_2703	c95_1740	c92.5_1203	c90_844	c87.5_607	c85_426	c82.5_306	c80_218
AMRDT1_000107	0	c100_3874	c97.5_2703	c95_1740	c92.5_1203	c90_844	c87.5_607	c85_426	c82.5_306	c80_218
AMRDT1_000140	0	c100_3874	c97.5_2703	c95_1740	c92.5_1203	c90_844	c87.5_607	c85_426	c82.5_306	c80_218
AMRDT1_000057	0	c100_3848	c97.5_2688	c95_1731	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT040503	0	c100_3846	c97.5_2687	c95_1730	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT040985	0	c100_3860	c97.5_2694	c95_1734	c92.5_1200	c90_841	c87.5_606	c85_426	c82.5_306	c80_218
DT040947	0	c100_3830	c97.5_2678	c95_1724	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000581	0	c100_3829	c97.5_2678	c95_1724	c92.5_1199	c90_840	c87.5_606	c85_426	c82.5_306	c80_218
AMRDT1_000941	0	c100_3917	c97.5_2729	c95_1757	c92.5_1213	c90_852	c87.5_613	c85_428	c82.5_307	c80_218
DT040201	0	c100_3897	c97.5_2717	c95_1748	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
DT040845	0	c100_3897	c97.5_2717	c95_1748	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
AMRDT1_000377	0	c100_3901	c97.5_2718	c95_1749	c92.5_1208	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
DT041775	0	c100_3891	c97.5_2714	c95_1746	c92.5_1207	c90_848	c87.5_610	c85_428	c82.5_307	c80_218
AMRDT1_000664	0	c100_4043	c97.5_2813	c95_1805	c92.5_1247	c90_876	c87.5_630	c85_439	c82.5_315	c80_224
AMRDT1_000401	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
AMRDT1_000422	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
DT040190	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
AMRDT1_000625	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
DT040886	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
DT040938	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
DT041040	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
DT041181	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
DT041201	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
DT041250	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
DT041281	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
DT041553	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
DT041599	0	c100_3929	c97.5_2737	c95_1761	c92.5_1217	c90_856	c87.5_615	c85_429	c82.5_308	c80_219
DT040124	0	c100_3951	c97.5_2751	c95_1767	c92.5_1220	c90_858	c87.5_616	c85_429	c82.5_308	c80_219
AMRDT1_000395	0	c100_4041	c97.5_2812	c95_1804	c92.5_1246	c90_875	c87.5_630	c85_439	c82.5_315	c80_224
DT040177	0	c100_4041	c97.5_2812	c95_1804	c92.5_1246	c90_875	c87.5_630	c85_439	c82.5_315	c80_224
DT041418	0	c100_4041	c97.5_2812	c95_1804	c92.5_1246	c90_875	c87.5_630	c85_439	c82.5_315	c80_224
DT041704	0	c100_4041	c97.5_2812	c95_1804	c92.5_1246	c90_875	c87.5_630	c85_439	c82.5_315	c80_224
DT040074	0	c100_4039	c97.5_2811	c95_1804	c92.5_1246	c90_875	c87.5_630	c85_439	c82.5_315	c80_224
AMRDT1_000618	0	c100_4037	c97.5_2809	c95_1804	c92.5_1246	c90_875	c87.5_630	c85_439	c82.5_315	c80_224
DT041412	0	c100_4037	c97.5_2809	c95_1804	c92.5_1246	c90_875	c87.5_630	c85_439	c82.5_315	c80_224
AMRDT1_000721	0	c100_4036	c97.5_2809	c95_1804	c92.5_1246	c90_875	c87.5_630	c85_439	c82.5_315	c80_224
DT041595	0	c100_4056	c97.5_2821	c95_1809	c92.5_1249	c90_877	c87.5_630	c85_439	c82.5_315	c80_224
DT040080	0	c100_4061	c97.5_2825	c95_1812	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
DT041448	0	c100_4061	c97.5_2825	c95_1812	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
AMRDT1_000308	0	c100_4058	c97.5_2823	c95_1811	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
AMRDT1_000458	0	c100_4058	c97.5_2823	c95_1811	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
AMRDT1_000628	0	c100_4058	c97.5_2823	c95_1811	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
AMRDT1_000907	0	c100_4058	c97.5_2823	c95_1811	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
DT040969	0	c100_4058	c97.5_2823	c95_1811	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
AMRDT1_000711	0	c100_4059	c97.5_2823	c95_1811	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
AMRDT1_000808	0	c100_4059	c97.5_2823	c95_1811	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
DT040856	0	c100_4059	c97.5_2823	c95_1811	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
AMRDT1_000301	0	c100_4060	c97.5_2824	c95_1811	c92.5_1250	c90_878	c87.5_631	c85_440	c82.5_315	c80_224
AMRDT1_000452	0	c100_4319	c97.5_3007	c95_1931	c92.5_1337	c90_944	c87.5_688	c85_481	c82.5_348	c80_248
DT040227	0	c100_4319	c97.5_3007	c95_1931	c92.5_1337	c90_944	c87.5_688	c85_481	c82.5_348	c80_248
DT040480	0	c100_4319	c97.5_3007	c95_1931	c92.5_1337	c90_944	c87.5_688	c85_481	c82.5_348	c80_248
DT041070	0	c100_4319	c97.5_3007	c95_1931	c92.5_1337	c90_944	c87.5_688	c85_481	c82.5_348	c80_248
DT041366	0	c100_4319	c97.5_3007	c95_1931	c92.5_1337	c90_944	c87.5_688	c85_481	c82.5_348	c80_248
DT041369	0	c100_4319	c97.5_3007	c95_1931	c92.5_1337	c90_944	c87.5_688	c85_481	c82.5_348	c80_248
DT041444	0	c100_4319	c97.5_3007	c95_1931	c92.5_1337	c90_944	c87.5_688	c85_481	c82.5_348	c80_248
DT041508	0	c100_4319	c97.5_3007	c95_1931	c92.5_1337	c90_944	c87.5_688	c85_481	c82.5_348	c80_248
AMRDT1_000841	0	c100_4335	c97.5_3015	c95_1934	c92.5_1339	c90_944	c87.5_688	c85_481	c82.5_348	c80_248
AMRDT1_000954	0	c100_4335	c97.5_3015	c95_1934	c92.5_1339	c90_944	c87.5_688	c85_481	c82.5_348	c80_248
DT040029	0	c100_4335	c97.5_3015	c95_1934	c92.5_1339	c90_944	c87.5_688	c85_481	c82.5_348	c80_248
DT041797	0	c100_4335	c97.5_3015	c95_1934	c92.5_1339	c90_944	c87.5_688	c85_481	c82.5_348	c80_248
AMRDT1_000362	0	c100_4165	c97.5_2914	c95_1891	c92.5_1313	c90_935	c87.5_681	c85_479	c82.5_347	c80_247
AMRDT1_000608	0	c100_4165	c97.5_2914	c95_1891	c92.5_1313	c90_935	c87.5_681	c85_479	c82.5_347	c80_247
AMRDT1_000684	0	c100_4165	c97.5_2914	c95_1891	c92.5_1313	c90_935	c87.5_681	c85_479	c82.5_347	c80_247
DT040150	0	c100_4165	c97.5_2914	c95_1891	c92.5_1313	c90_935	c87.5_681	c85_479	c82.5_347	c80_247
DT040806	0	c100_4165	c97.5_2914	c95_1891	c92.5_1313	c90_935	c87.5_681	c85_479	c82.5_347	c80_247
DT040445	0	c100_4207	c97.5_2939	c95_1900	c92.5_1318	c90_935	c87.5_681	c85_479	c82.5_347	c80_247
DT040837	0	c100_4207	c97.5_2939	c95_1900	c92.5_1318	c90_935	c87.5_681	c85_479	c82.5_347	c80_247
DT041685	0	c100_4207	c97.5_2939	c95_1900	c92.5_1318	c90_935	c87.5_681	c85_479	c82.5_347	c80_247
DT040375	0	c100_4332	c97.5_3014	c95_1934	c92.5_1339	c90_944	c87.5_688	c85_481	c82.5_348	c80_248
DT041162	0	c100_4172	c97.5_2919	c95_1892	c92.5_1313	c90_935	c87.5_681	c85_479	c82.5_347	c80_247
AMRDT1_000560	0	c100_3420	c97.5_2386	c95_1557	c92.5_1078	c90_755	c87.5_540	c85_383	c82.5_275	c80_196
AMRDT1_000251	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT040264	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT040337	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT040398	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT040420	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT040812	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT040955	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT041007	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT041286	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT041531	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT041536	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT041565	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT041609	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT041655	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT041791	0	c100_4757	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT040988	0	c100_4787	c97.5_3316	c95_2127	c92.5_1465	c90_1031	c87.5_744	c85_515	c82.5_373	c80_261
AMRDT1_000272	0	c100_4756	c97.5_3299	c95_2119	c92.5_1462	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT040197	0	c100_4781	c97.5_3313	c95_2124	c92.5_1464	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
DT040198	0	c100_4781	c97.5_3313	c95_2124	c92.5_1464	c90_1030	c87.5_744	c85_515	c82.5_373	c80_261
AMRDT1_000143	0	c100_4595	c97.5_3195	c95_2054	c92.5_1417	c90_999	c87.5_723	c85_505	c82.5_364	c80_257
AMRDT1_000503	0	c100_4595	c97.5_3195	c95_2054	c92.5_1417	c90_999	c87.5_723	c85_505	c82.5_364	c80_257
AMRDT1_000744	0	c100_4518	c97.5_3147	c95_2025	c92.5_1402	c90_991	c87.5_719	c85_503	c82.5_364	c80_257
AMRDT1_000077	0	c100_4700	c97.5_3262	c95_2095	c92.5_1447	c90_1019	c87.5_735	c85_512	c82.5_370	c80_260
DT040034	0	c100_4522	c97.5_3149	c95_2027	c92.5_1403	c90_991	c87.5_719	c85_503	c82.5_364	c80_257
AMRDT1_000926	0	c100_1391	c97.5_971	c95_603	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
AMRDT1_000227	0	c100_1391	c97.5_971	c95_603	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
AMRDT1_000392	0	c100_1391	c97.5_971	c95_603	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
DT041104	0	c100_1391	c97.5_971	c95_603	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
DT041334	0	c100_1391	c97.5_971	c95_603	c92.5_416	c90_282	c87.5_195	c85_136	c82.5_96	c80_68
DT041300	0	c100_941	c97.5_638	c95_385	c92.5_260	c90_165	c87.5_105	c85_70	c82.5_44	c80_31
AMRDT1_000163	0	c100_2709	c97.5_1935	c95_1293	c92.5_922	c90_652	c87.5_463	c85_333	c82.5_240	c80_173
AMRDT1_000166	0	c100_2709	c97.5_1935	c95_1293	c92.5_922	c90_652	c87.5_463	c85_333	c82.5_240	c80_173
AMRDT1_000470	0	c100_2709	c97.5_1935	c95_1293	c92.5_922	c90_652	c87.5_463	c85_333	c82.5_240	c80_173
AMRDT1_000594	0	c100_2709	c97.5_1935	c95_1293	c92.5_922	c90_652	c87.5_463	c85_333	c82.5_240	c80_173
AMRDT1_000724	0	c100_2709	c97.5_1935	c95_1293	c92.5_922	c90_652	c87.5_463	c85_333	c82.5_240	c80_173
